aaaaaabbbbbbcccccc,1
bbaabcbcbbcaccaaca,0
aaaaaabbbbbbcccccc,1
cabcabcab,0
aaaaabbbbbccccc,1
bbabacccabac,0
aaaabbbbcccc,1
bac,0
aaabbbccc,1
bbaccacacbba,0
abc,1
caabcabcbabc,0
aabbcc,1
aaabcbbcc,0
aaaaaabbbbbbcccccc,1
acbabbcac,0
aaaabbbbcccc,1
bac,0
aaabbbccc,1
cbcacbaacabb,0
aaaaabbbbbccccc,1
caacbacbbacb,0
aaaaaabbbbbbcccccc,1
aabaaccbbcbabcc,0
abc,1
caaabacacbccbbb,0
aaabbbccc,1
ccaacabbb,0
aaaaaabbbbbbcccccc,1
abcccabbcbaa,0
aaaaabbbbbccccc,1
baabaccbacbc,0
aaaabbbbcccc,1
bcaacbbccbaabcbcaa,0
aaaabbbbcccc,1
bca,0
aaaaabbbbbccccc,1
acbabc,0
aaaabbbbcccc,1
bca,0
aabbcc,1
cbcaba,0
aabbcc,1
bccabacabcba,0
aaabbbccc,1
bbacccaababc,0
abc,1
bcacacabbbcabac,0
aaabbbccc,1
cba,0
aaaabbbbcccc,1
bccccbabbcaabaabac,0
abc,1
bac,0
abc,1
cab,0
aaaabbbbcccc,1
caccbaaacabbbbc,0
aaaabbbbcccc,1
bbaacbcccaaabbc,0
abc,1
cab,0
aaaabbbbcccc,1
cbabacabcabc,0
abc,1
accbabbaaabbcccabc,0
abc,1
ccbacbaab,0
aaabbbccc,1
aabacccbb,0
aaabbbccc,1
cabbaacacbbc,0
aaabbbccc,1
cab,0
aaaaaabbbbbbcccccc,1
bcbcacaaacbbbac,0
aaaaaabbbbbbcccccc,1
acbbac,0
aaaaaabbbbbbcccccc,1
cbbaac,0
aaaaaabbbbbbcccccc,1
caccbbbaabac,0
aabbcc,1
cacbab,0
aaaaaabbbbbbcccccc,1
ccabbabcccbcaaabab,0
aabbcc,1
cbbababbccaabcccaa,0
aaaaaabbbbbbcccccc,1
abcbcabcbabcaac,0
aaabbbccc,1
cbacaacbbabc,0
aaaabbbbcccc,1
bacaccabbbcabccaba,0
aaabbbccc,1
bca,0
abc,1
bcccabcbabacaba,0
aaabbbccc,1
bccbacabcbabaca,0
aaaabbbbcccc,1
bcaccaabbbca,0
aaabbbccc,1
abbbccaacbac,0
aaaaabbbbbccccc,1
cccaaabbb,0
aaabbbccc,1
caabbbbcccaa,0
aaaabbbbcccc,1
babccaacb,0
aaabbbccc,1
aabccb,0
aaaabbbbcccc,1
bbbcccaabaaacbc,0
aaaaaabbbbbbcccccc,1
acabaccacbbbbaccab,0
aaaabbbbcccc,1
ccbaba,0
aaaabbbbcccc,1
cab,0
aaabbbccc,1
bca,0
aabbcc,1
cbacccbacbbcaaabab,0
aabbcc,1
ccabbaaacccbcbbaab,0
aabbcc,1
baacbacabaccacbbbc,0
aaabbbccc,1
cacabb,0
aaaaabbbbbccccc,1
ccaaabbbaabccbc,0
aabbcc,1
bacabc,0
aaaabbbbcccc,1
bac,0
aaabbbccc,1
abcbcbaca,0
abc,1
ccbbaccaabbacacabb,0
aabbcc,1
cbcaba,0
aaaaabbbbbccccc,1
baccab,0
aaaaabbbbbccccc,1
acbacbbcaaaccbbcab,0
abc,1
ccbabaabc,0
aaabbbccc,1
bcbaac,0
aaabbbccc,1
cbbcaa,0
aaaaaabbbbbbcccccc,1
bababaccc,0
aaaaaabbbbbbcccccc,1
cabacabbcbca,0
aaaaaabbbbbbcccccc,1
abaabcccb,0
aaaaaabbbbbbcccccc,1
aabcbcbabaccabc,0
aaaaabbbbbccccc,1
acbacabbbcaacbc,0
aaaaaabbbbbbcccccc,1
cabbcccbabaaabbcac,0
aaaaaabbbbbbcccccc,1
baacabccb,0
aaaabbbbcccc,1
cbbccaaba,0
aaaaaabbbbbbcccccc,1
abaccabcabbaccb,0
aaabbbccc,1
bcabcaccaaacabbbcb,0
aabbcc,1
acbbacbac,0
aaaaaabbbbbbcccccc,1
cacbcaabacabbbc,0
aabbcc,1
cba,0
aabbcc,1
ccababacb,0
aaaaaabbbbbbcccccc,1
cbabac,0
aabbcc,1
cba,0
aaaaabbbbbccccc,1
cbbcaa,0
aaaabbbbcccc,1
bcacabaaabcbcabccb,0
aaabbbccc,1
cbacbacba,0
aaaaabbbbbccccc,1
cbbccbaaabac,0
abc,1
abbcbcaac,0
aaaaabbbbbccccc,1
acbaacbabccb,0
aaaaabbbbbccccc,1
caabbcabcabc,0
aabbcc,1
ccbaacaacabbcbb,0
aaaabbbbcccc,1
cbacba,0
aaaabbbbcccc,1
acabcb,0
aabbcc,1
cababcbca,0
aaabbbccc,1
aaaccacccbbbbba,0
aaabbbccc,1
cab,0
abc,1
abccba,0
aaabbbccc,1
babbacbccbaacca,0
abc,1
bac,0
aabbcc,1
babcabacc,0
aaaabbbbcccc,1
ccbaba,0
aaaaabbbbbccccc,1
accabaaabcbbcbcacb,0
aaaaabbbbbccccc,1
cbbababaccabcaccba,0
aaaabbbbcccc,1
cacbbabaaccb,0
aaaaaabbbbbbcccccc,1
cbccbaaab,0
aaabbbccc,1
aababbbacccc,0
aaabbbccc,1
cacacbabaaacbbccbb,0
abc,1
ababcacbc,0
aaaabbbbcccc,1
aaacccbbbabcbca,0
aaaaaabbbbbbcccccc,1
cba,0
aaabbbccc,1
abcbcccaaabb,0
aaabbbccc,1
accbabbca,0
aaaabbbbcccc,1
acbcbbaabcbaacbcca,0
aaabbbccc,1
bbcabcabcbcaaca,0
abc,1
bac,0
aaabbbccc,1
accaaccbabbbacbcba,0
abc,1
baabcbbaccac,0
aaaabbbbcccc,1
ababcabbbccaacacbc,0
aaaaaabbbbbbcccccc,1
cabbbccaa,0
aabbcc,1
bbaabcbaaccc,0
aabbcc,1
ccccaaabbabcabbabc,0
aaaabbbbcccc,1
bcabaccba,0
aaaaaabbbbbbcccccc,1
cbbcbaccaaabbaacbc,0
abc,1
accbbcaab,0
aabbcc,1
bac,0
aaabbbccc,1
aacbbbcabaacaccbbc,0
aaaaabbbbbccccc,1
cab,0
aaaaaabbbbbbcccccc,1
acccbbcbbaaaccbbaa,0
aaaaabbbbbccccc,1
cabcab,0
aaabbbccc,1
acccabbbabbacca,0
aabbcc,1
bac,0
aabbcc,1
cab,0
aaaabbbbcccc,1
acbbac,0
aabbcc,1
cab,0
abc,1
aacacbbbc,0
aabbcc,1
abcbaabbacccabc,0
aaaaabbbbbccccc,1
acb,0
aaaabbbbcccc,1
accbab,0
abc,1
acbabc,0
aabbcc,1
abcacccaabbcbba,0
aaaaaabbbbbbcccccc,1
bbbacccaa,0
abc,1
acbcaabcb,0
aaaaaabbbbbbcccccc,1
caccccababbbaab,0
aaaaaabbbbbbcccccc,1
caacbcaabbcbcba,0
abc,1
cbabac,0
aaaabbbbcccc,1
cbcaaacbb,0
aaabbbccc,1
bcbaaccabbac,0
aabbcc,1
acaabbccbaabbcc,0
aaaaabbbbbccccc,1
acb,0
aaaabbbbcccc,1
aaabacbbccabcbc,0
aaaaaabbbbbbcccccc,1
bcaaccacbbacbab,0
aaaaaabbbbbbcccccc,1
caabcaabccbb,0
abc,1
ccbaba,0
aaaabbbbcccc,1
baabcbacabacbcc,0
aaaaabbbbbccccc,1
ccbbbabaccacbaa,0
aaaabbbbcccc,1
acabcbcab,0
aaaaaabbbbbbcccccc,1
caabbccba,0
aaaaaabbbbbbcccccc,1
bbaacaacccbb,0
aaaaaabbbbbbcccccc,1
cba,0
aaaabbbbcccc,1
baaacbbcc,0
aaaaabbbbbccccc,1
bacacbcba,0
aabbcc,1
cba,0
aaaabbbbcccc,1
cbaabbcabcca,0
aaaaabbbbbccccc,1
caacabcbccaabbb,0
aaabbbccc,1
cabbac,0
aaaabbbbcccc,1
aabccbbabccabccaab,0
aaabbbccc,1
aabaabcccbccbab,0
aaaaabbbbbccccc,1
ccacbbbbbcbaacacaa,0
abc,1
cbbacbaacbac,0
aabbcc,1
cbcbacaba,0
aaaaabbbbbccccc,1
cbabccbaaabcbac,0
aaaaabbbbbccccc,1
acbacb,0
aaabbbccc,1
bacaccabbbac,0
aaaaabbbbbccccc,1
abbbcaccacba,0
aaaaabbbbbccccc,1
bacabaccb,0
aaabbbccc,1
acb,0
aabbcc,1
caabbc,0
aaaaabbbbbccccc,1
abcbcbcaa,0
aaaaaabbbbbbcccccc,1
cacbacabcbba,0
aaaaaabbbbbbcccccc,1
bca,0
aaaabbbbcccc,1
baabaccabbbcbacacc,0
aaabbbccc,1
abbcbaacacbc,0
aabbcc,1
ccaacbabcaabccabbb,0
aaaaaabbbbbbcccccc,1
baabaccccacabbabbc,0
aaabbbccc,1
caabbc,0
aaabbbccc,1
acbbcbaac,0
aaaabbbbcccc,1
baabaacabbbacccbcc,0
aaaabbbbcccc,1
baccabcbcaab,0
aaaaaabbbbbbcccccc,1
cba,0
aaaaabbbbbccccc,1
bcaaaccbcabb,0
aaaaabbbbbccccc,1
ccbcaabba,0
aaaaabbbbbccccc,1
aaaccbbccbbcaba,0
abc,1
bccaabbacabc,0
aaabbbccc,1
ccbcabbbaaac,0
aaaabbbbcccc,1
abacbcbcabbcbaaacc,0
aaaaaabbbbbbcccccc,1
acbbac,0
aabbcc,1
cabacaccbbabcab,0
aaaaaabbbbbbcccccc,1
accbcaabb,0
aabbcc,1
acabbc,0
aaaaabbbbbccccc,1
cbabccaaabbbaabccc,0
abc,1
aaacbcbcb,0
aaaaabbbbbccccc,1
abcccbbaaabacbc,0
abc,1
babccbcabbcbcacaaa,0
aabbcc,1
acababbcacbc,0
abc,1
abcbca,0
aaaabbbbcccc,1
bac,0
aaabbbccc,1
caabcb,0
abc,1
caabcacbacbbcab,0
aaaaaabbbbbbcccccc,1
bacabc,0
aaaaaabbbbbbcccccc,1
abcacb,0
aabbcc,1
acbccabcabab,0
aaaaaabbbbbbcccccc,1
bbcaabbaccca,0
aaaaaabbbbbbcccccc,1
bac,0
aabbcc,1
bcbaca,0
aaaabbbbcccc,1
bccbcbbaccabcabaaa,0
abc,1
aabccbabc,0
aabbcc,1
aabccbcab,0
aaaabbbbcccc,1
cabcabababccbca,0
aaabbbccc,1
ccbbabaac,0
abc,1
accbcabaacbcbab,0
aaaaabbbbbccccc,1
acbaacccbccbababba,0
aabbcc,1
cacbabbccacbbaa,0
aaaabbbbcccc,1
bbaabcacc,0
aaabbbccc,1
bcacab,0
abc,1
acb,0
aaaabbbbcccc,1
caccbbaba,0
aaabbbccc,1
accbbbcabacbaca,0
aaaabbbbcccc,1
cabacb,0
aabbcc,1
aababccaccbbcab,0
abc,1
acabbbcac,0
abc,1
bcacba,0
aaabbbccc,1
bcccaabab,0
aaaaaabbbbbbcccccc,1
cbaacacbb,0
abc,1
aacbaaabbbbccbccac,0
abc,1
cbcbaabca,0
aaaabbbbcccc,1
baccbaababacccb,0
aaaabbbbcccc,1
bbbcbcaaaccaabacbc,0
abc,1
bcaacbaccbbcaab,0
aaaaaabbbbbbcccccc,1
bcaccabbbaca,0
aabbcc,1
cccacacacbbabbabab,0
aabbcc,1
babacacccacbbba,0
aaaaabbbbbccccc,1
bbcbaacaaccacbbacb,0
abc,1
baccacbabcba,0
aaaaaabbbbbbcccccc,1
acb,0
aabbcc,1
aaabbcccb,0
aabbcc,1
bcaaabccabcaacbcbb,0
abc,1
acb,0
aaabbbccc,1
acacabbacbcb,0
aaabbbccc,1
abbacc,0
abc,1
aacbbcccbbabcaa,0
aaaabbbbcccc,1
ccbcabbaaaabccb,0
aabbcc,1
bbaacc,0
abc,1
ababbcccacab,0
aaaaabbbbbccccc,1
accabbacbabcbac,0
abc,1
aabccbbbcacaaacbbc,0
aaaaabbbbbccccc,1
acbbac,0
aaabbbccc,1
bac,0
aabbcc,1
bbbaacbacbabacaccc,0
abc,1
baacccbcabbcbacaab,0
aaaaabbbbbccccc,1
acb,0
abc,1
baccab,0
aaaaaabbbbbbcccccc,1
bcacba,0
aabbcc,1
cbabbabaccbcacbcaa,0
aabbcc,1
cba,0
aaaaaabbbbbbcccccc,1
cabacb,0
abc,1
baaababcccbbcbcaac,0
aabbcc,1
bcbacbcaaacbabccab,0
aaaabbbbcccc,1
cab,0
aaaaabbbbbccccc,1
aacbbbcbacac,0
aaaaabbbbbccccc,1
aabccb,0
aaaabbbbcccc,1
accaccbababcabbcab,0
aaabbbccc,1
bca,0
abc,1
aaccbb,0
aaabbbccc,1
bca,0
aaaaaabbbbbbcccccc,1
bcabca,0
aaaaabbbbbccccc,1
cbbcbccaaababac,0
aaaaabbbbbccccc,1
acbcababacbbacc,0
aaabbbccc,1
acabbbbccbcaaac,0
aaaaaabbbbbbcccccc,1
abcaaacbcbcb,0
aaabbbccc,1
ccbbaa,0
aaaaabbbbbccccc,1
abcbabaabccc,0
aaabbbccc,1
bac,0
aaaabbbbcccc,1
cbcbcbcaabaa,0
aabbcc,1
abacababacbcccbbac,0
aaaabbbbcccc,1
abacabbbcacbcac,0
aabbcc,1
ababacabcccabbc,0
abc,1
baababcbccbacca,0
aaaaabbbbbccccc,1
bbccaa,0
aaaabbbbcccc,1
babcac,0
aabbcc,1
aacacbbbc,0
aaaaabbbbbccccc,1
cbcaabccbacaabb,0
abc,1
bacabc,0
aaabbbccc,1
cbacaabcb,0
aaaaabbbbbccccc,1
aacbbabaccabcbc,0
aaaaaabbbbbbcccccc,1
bbcaaaccb,0
aabbcc,1
bcabaabcc,0
aaaabbbbcccc,1
ababcc,0
aaaaaabbbbbbcccccc,1
cbbcaabac,0
aaaabbbbcccc,1
cbbabbacabaccabcca,0
aaaaaabbbbbbcccccc,1
bcbbacbaacbcaac,0
abc,1
aacbabbcc,0
aaabbbccc,1
baccabcab,0
abc,1
cabbbcabaabcccbcaa,0
aaaaabbbbbccccc,1
bbacbaacc,0
aabbcc,1
cabcacbaabbccba,0
aabbcc,1
cbabac,0
aaaabbbbcccc,1
cbcbaabcabca,0
aaaaaabbbbbbcccccc,1
bcbabcaac,0
aaaabbbbcccc,1
cbcbabccaaab,0
aaaaaabbbbbbcccccc,1
cbcacbabacab,0
aaaabbbbcccc,1
cab,0
aaaaaabbbbbbcccccc,1
abbccaaacbbc,0
aaabbbccc,1
acbbbacac,0
abc,1
abbabcacc,0
aaabbbccc,1
abcbac,0
aabbcc,1
baacbc,0
aabbcc,1
cacbcabab,0
aaaaaabbbbbbcccccc,1
ccbabbcaa,0
aaaaabbbbbccccc,1
bccbcaccaacbabbbaa,0
abc,1
abcbcacba,0
aabbcc,1
cccabcbcbaabcabaab,0
aaaaabbbbbccccc,1
cba,0
aaaaabbbbbccccc,1
acbabc,0
aaabbbccc,1
acb,0
aaabbbccc,1
bcababcbbacacac,0
aaaaaabbbbbbcccccc,1
cba,0
aaaabbbbcccc,1
ccccbababbaaabccba,0
aaabbbccc,1
abbacacccabb,0
abc,1
bacaccbab,0
abc,1
cbbaca,0
aabbcc,1
cabacb,0
aabbcc,1
cba,0
aaaaabbbbbccccc,1
cccabaaabbbc,0
aaaabbbbcccc,1
bbcaababccabacbcac,0
aaaaaabbbbbbcccccc,1
bbcaac,0
aaaaabbbbbccccc,1
bcccaaabbcab,0
aaabbbccc,1
cababc,0
aaaaaabbbbbbcccccc,1
bca,0
abc,1
cbcacbabaacb,0
aaaaabbbbbccccc,1
ccbcbccbbcbaabaaaa,0
aaaabbbbcccc,1
cba,0
abc,1
acbbcaacbacbabcbac,0
aaaaabbbbbccccc,1
bac,0
aaaabbbbcccc,1
aabcbcbac,0
aaaabbbbcccc,1
bac,0
aaaaaabbbbbbcccccc,1
bacaaaacbbccbccbab,0
abc,1
acbabc,0
aaaaabbbbbccccc,1
acb,0
abc,1
bbccaaabcababcc,0
aaaaabbbbbccccc,1
acccabacbbab,0
aabbcc,1
bacbaabbcbcaccbaac,0
abc,1
aabcacbbbaccccbbaa,0
aaaaabbbbbccccc,1
caccacbbcbbaaba,0
abc,1
cbaccaccbbbabcaaba,0
aabbcc,1
abcbccabccababbaca,0
aaaaaabbbbbbcccccc,1
accabb,0
aaaaabbbbbccccc,1
bccbaa,0
aaaaabbbbbccccc,1
cabaccbbbacacaacbb,0
aabbcc,1
abaccbabc,0
aaaaaabbbbbbcccccc,1
cab,0
aabbcc,1
babccbababaccca,0
aaaaabbbbbccccc,1
bbccbacbccaacbbaaa,0
abc,1
cab,0
aaabbbccc,1
bca,0
abc,1
cacabb,0
aaaabbbbcccc,1
bbccaa,0
aaaaaabbbbbbcccccc,1
abcccbbaa,0
abc,1
ccbbbcaaaababcc,0
aaaaabbbbbccccc,1
bbaacc,0
aaaaabbbbbccccc,1
bcaabaabccbbacc,0
aaabbbccc,1
cabbabcabacc,0
aabbcc,1
aaacbccabcbcbba,0
aabbcc,1
bacaacbcb,0
aabbcc,1
bacabaccb,0
aaaabbbbcccc,1
ccbabcbcaacaabb,0
aabbcc,1
bcabac,0
abc,1
cccaaaababbccbbbca,0
aaaaabbbbbccccc,1
ccacbbaab,0
aaaaaabbbbbbcccccc,1
cbaabcacb,0
aaaaabbbbbccccc,1
aacbbc,0
aaaaaabbbbbbcccccc,1
caaabcbbcbcacba,0
aaaabbbbcccc,1
cccaacbabababccabb,0
aaaaaabbbbbbcccccc,1
bbaabbaacccc,0
aaabbbccc,1
bcbabaacabccabc,0
aaaabbbbcccc,1
babacc,0
aaaaaabbbbbbcccccc,1
aabcbbacccccabbaba,0
abc,1
bbaaccbac,0
aaaaabbbbbccccc,1
bca,0
aaabbbccc,1
cabbcbcbabaacacbac,0
aaaabbbbcccc,1
aabcbaccb,0
aaaabbbbcccc,1
acbbbcaca,0
aaaaabbbbbccccc,1
abcbcaabacbabcccba,0
aaaabbbbcccc,1
bccababccaba,0
aabbcc,1
aaaccbcbb,0
aabbcc,1
cacbba,0
abc,1
cabbabacabccaccbba,0
aaabbbccc,1
cbbaacabacccbbbaac,0
abc,1
ccbbbacaa,0
aaabbbccc,1
acbccbbcaaab,0
aaabbbccc,1
cab,0
aaaabbbbcccc,1
ccbcbbbcbcaaaaa,0
aabbcc,1
cbbbcaacbaac,0
aaaaaabbbbbbcccccc,1
acacbb,0
abc,1
bca,0
aaaaabbbbbccccc,1
bacaabccccacabbabb,0
aaaabbbbcccc,1
acabcccbccbababaab,0
aabbcc,1
cacbabbbccbaacabac,0
abc,1
accbabacb,0
aaabbbccc,1
acabbcacacabbcb,0
aaabbbccc,1
cbaaccbab,0
aaaaaabbbbbbcccccc,1
cabccbcbbacbaaaabc,0
aaaabbbbcccc,1
aaabbcbacbbaccc,0
aabbcc,1
ccbabbaca,0
aaabbbccc,1
aacaabcbbccb,0
aaaaabbbbbccccc,1
ababcbacbcbccaa,0
aaaaaabbbbbbcccccc,1
abbaccbca,0
abc,1
cbabcccbaaababc,0
aaaaabbbbbccccc,1
ccacbaabcbba,0
aaaaaabbbbbbcccccc,1
bac,0
aaaabbbbcccc,1
abbcac,0
aaaaabbbbbccccc,1
babcbcabaccbaca,0
aaaaabbbbbccccc,1
caabbacccbab,0
abc,1
cabcba,0
aaaaaabbbbbbcccccc,1
bbcacbaac,0
aaaaaabbbbbbcccccc,1
caabcabbbcccaab,0
aaabbbccc,1
cabbbcaac,0
aabbcc,1
aaccbbbbbcabccacaa,0
aaabbbccc,1
cabbbcaca,0
abc,1
cbaacbcbcababac,0
aaaaaabbbbbbcccccc,1
bca,0
aaabbbccc,1
bcbcbaacaacbbccbaa,0
aaaaaabbbbbbcccccc,1
acacabbcb,0
abc,1
bacbcbbccaabaca,0
aaaabbbbcccc,1
cacacabcabacbbbabc,0
aaaabbbbcccc,1
cbbaac,0
aaabbbccc,1
cbbcaa,0
aaaabbbbcccc,1
baccaabbcaabccb,0
abc,1
cbccababa,0
aabbcc,1
bccabbabaacc,0
aaaaabbbbbccccc,1
abbcbccaacababcbac,0
aaaabbbbcccc,1
bcabca,0
aaabbbccc,1
aabccb,0
aaaaabbbbbccccc,1
abaccb,0
aaabbbccc,1
bbcacbcabbcaabacca,0
aaaaaabbbbbbcccccc,1
bcbccabaa,0
aaabbbccc,1
cbaaabaaacccbcbcbb,0
aaabbbccc,1
acaacbabbcbc,0
abc,1
acabbbcac,0
aaaaabbbbbccccc,1
bacbaacbccab,0
aabbcc,1
acb,0
abc,1
cbabca,0
aabbcc,1
cbacaabcb,0
aaaaaabbbbbbcccccc,1
bcbcaa,0
aaaaabbbbbccccc,1
cab,0
aaaaaabbbbbbcccccc,1
bac,0
aaaaabbbbbccccc,1
ccababccabbabccaba,0
aaaaabbbbbccccc,1
bcbaacbbcbacaca,0
aabbcc,1
bac,0
aaaaaabbbbbbcccccc,1
bbaacaabbbbcaacccc,0
aaabbbccc,1
cacacabbcbab,0
aaaaaabbbbbbcccccc,1
acbbccbbbaaacbcaac,0
aaaaabbbbbccccc,1
bcbccacaaabb,0
aaaaabbbbbccccc,1
bccaab,0
aabbcc,1
bcacaccabbba,0
aaaaaabbbbbbcccccc,1
bcbabcaabacaacbcbc,0
aaaaabbbbbccccc,1
ccbaab,0
aabbcc,1
accabb,0
aaaaaabbbbbbcccccc,1
ccacabbbaccaaabbbc,0
aaaaaabbbbbbcccccc,1
babcaabacbcc,0
aaaaaabbbbbbcccccc,1
cacaaaabcbbcbcb,0
aaaaaabbbbbbcccccc,1
bacacaaacabcbbbccb,0
aaaaabbbbbccccc,1
abbbcbbccaaccaa,0
abc,1
bacccbaab,0
aaaabbbbcccc,1
bacbcacbacba,0
aaabbbccc,1
aabbccbaabccacb,0
aaaaabbbbbccccc,1
cabbbaacccab,0
aaaaaabbbbbbcccccc,1
abbaacaccbabbacbcc,0
aaaaabbbbbccccc,1
bca,0
aabbcc,1
bcaabcbcbaac,0
aaabbbccc,1
bacbbbbccaaccaacab,0
aabbcc,1
cab,0
aaabbbccc,1
acbabc,0
aaaabbbbcccc,1
bcabaacccbab,0
aaaabbbbcccc,1
cbacba,0
aaaaabbbbbccccc,1
aaacbcaccbbb,0
aaabbbccc,1
acb,0
aabbcc,1
cba,0
abc,1
aaccbbbbbcaacca,0
aaaabbbbcccc,1
bcbbacacaabc,0
aaaaabbbbbccccc,1
cba,0
aaaabbbbcccc,1
bbbabccacaac,0
abc,1
caabbabcc,0
aabbcc,1
cba,0
abc,1
ccaabbcba,0
aaaaaabbbbbbcccccc,1
acb,0
aabbcc,1
acaabcbbc,0
abc,1
